"id","titel","titelkort","offentlighedskode","nummer","nummerprefix","nummerpostfix","resume","afstemningskonklusion","afgørelsesresultatkode","baggrundsmateriale","opdateringsdato","begrundelse","paragrafnummer","paragraf","afgørelsesdato","afgørelse","rådsmødedato","lovnummerdato","retsinformationsurl","fremsatundersagid","typeid","kategoriid","statusid","periodeid","lovnummer","nummernumerisk","statsbudgetsag","deltundersagid"
2719,"Forslag til lov om ændring af lov om anlæg af en jernbanestrækning København-Ringsted over Køge. (Bemyndigelse til ændringer af Ringsted Station med dertil hørende anlæg).","Om anlæg af en jernbanestrækning København-Ringsted over Køge.","O","L 152","L","","Lovforslaget indebærer, at transportministeren bemyndiges til at foretage ombygninger m.v. af Ringsted Station med tilhørende anlæg og til at etablere et nyt godsspor på ca. 650 m med henblik på at forbedre adgangen til den eksisterende godsterminal. Med lovforslaget reduceres rejsetiden mellem København og Odense med ca. 1 minut.",NULL,NULL,NULL,"2017-12-05T19:47:21.62",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,13,13,32,NULL,"152",False,NULL
2720,"Forslag til lov om ændring af færdselsloven. (Skærpede sanktioner for hastighedsovertrædelser ved vejarbejde m.v. og indførelse af betinget objektivt ansvar for ejer (bruger) af et motorkøretøj for visse hastighedsovertrædelser).","Om skærpede sanktioner for hastighedsovertrædelser ved vejarbejde m.v.","O","L 74","L","","Formålet med lovforslaget var for det første at skærpe sanktionerne for hastighedsovertrædelser begået ved vejarbejde m.v., hvor det var tydeligt, at den generelle hastighedsgrænse, som var fastsat i færdselsloven, ved færdselstavler eller anden afmærkning, var midlertidigt nedsat af hensyn til det pågældende arbejde. Det blev i den forbindelse foreslået nærmere, at bøden i sådanne tilfælde blev fordoblet, og at betinget frakendelse af retten til at føre motordrevet køretøj skulle ske ved hastighedsoverskridelser på 40 pct. mod i dag 60 pct. 

Formålet med lovforslaget var for det andet at indføre en særlig form for betinget objektivt strafansvar for ejeren (brugeren) af et køretøj i alle sager om overtrædelse af hastighedsbegrænsningerne i færdselsloven konstateret ved automatisk trafikkontrol (ATK), og hvor der ikke var spørgsmål om klip i kørekortet, frakendelse af førerretten eller kørselsforbud (det vil sige, hvor hastighedsoverskridelsen var på højst 30 pct., og hvor sanktionen således alene bestod i en bøde). 

Det blev i den forbindelse foreslået nærmere, at ejeren eller den registrerede bruger blev pålagt strafansvaret (i form af bøde), medmindre en anden person blev udpeget og denne erkendte at have ført køretøjet på gerningstidspunktet, eller medmindre en anden ved brugstyveri m.v. var uberettiget i besiddelse af køretøjet på gerningstidspunktet. 

Lovforslag nr. L 74 blev opdelt i to lovforslag ved 2. behandling.",NULL,NULL,NULL,"2017-12-05T19:47:46.897",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,13,40,32,NULL,"74",False,NULL
2721,"Forslag til lov om ændring af færdselsloven. (Indførelse af betinget objektivt ansvar for ejer (bruger) af et motorkøretøj for visse hastighedsovertrædelser).","Om Indførelse af betinget objektivt ansvar for ejer (bruger) af et motorkøretøj for visse hastighedsovertrædelser.","O","L 74 B","L","B","Lovforslag nr. L 74 blev opdelt i to lovforslag ved 2. behandling.

Formålet med loven er at indføre en særlig form for betinget objektivt strafansvar for ejeren (brugeren) af et køretøj i alle sager om overtrædelse af hastighedsbegrænsningerne i færdselsloven konstateret ved automatisk trafikkontrol (ATK), og hvor der ikke er spørgsmål om klip i kørekortet, frakendelse af førerretten eller kørselsforbud (det vil sige, hvor hastighedsoverskridelsen er på højst 30 pct., og hvor sanktionen således alene består i en bøde). 

Loven indebærer, at ejeren eller den registrerede bruger pålægges strafansvaret (i form af bøde), medmindre en anden person udpeges og denne erkender at have ført køretøjet på gerningstidspunktet, eller medmindre en anden ved brugstyveri m.v. var uberettiget i besiddelse af køretøjet på gerningstidspunktet. 

Justitsministeren fastsætter tidspunktet for lovens ikrafttræden.
","Vedtaget  55 stemmer for forslaget (S, RV, SF, EL, UFG)  51 stemmer imod forslaget (V, DF, LA, KF)  0 stemmer hverken for eller imod forslaget  ",NULL,NULL,"2017-12-05T19:47:47.053",NULL,NULL,NULL,NULL,NULL,NULL,"2014-04-14T00:00:00",NULL,NULL,3,13,11,32,"372","74",False,720
2722,"Forslag til folketingsbeslutning om skærpet straf for chikane mod offentligt ansatte tjenestemænd i fritiden m.v.","Om skærpet straf for chikane mod offentligt ansatte tjenestemænd i fritiden m.v.","O","B 66","B","","Forslaget indebar, at regeringen blev pålagt at fremsætte lovforslag inden den 1. juni 2014, hvoraf det klart fremgik, at den idømte straf for chikane mod offentligt ansatte tjenestemænd skulle være den samme, uanset om chikanen fandt sted i tjenesten eller i fritiden, når det skete i forlængelse af vedkommendes tjenestemandsfunktion. 

Dernæst skulle regeringen fremsætte lovforslag, hvorefter det i tilfælde af chikane skulle være en særskilt strafskærpende omstændighed, hvis den rettedes mod offentligt ansatte tjenestemænds nærmeste familie, når chikanen fandt sted i forlængelse af den pågældendes tjenestemandsfunktion.

Endelig foresloges det, at regeringen blev pålagt at fremsætte lovforslag, hvorefter normalstraffen for overtrædelse af straffelovens § 119, stk. 1, og § 121 blev fordoblet, hvis den pågældende var tidligere dømt for personfarlig kriminalitet.","Forkastet

49 stemmer for forslaget (V, DF, LA, KF)

57 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2018-10-02T12:57:55.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,3,32,NULL,"66",False,NULL
2723,"Forslag til folketingsbeslutning om dansk militært bidrag til støtte for FN’s indsats i Den Centralafrikanske Republik.","Om dansk bidrag til støtte for FN's indsats i Den Centralafrikanske Republik.","O","B 67","B","","Med folketingsbeslutningen giver Folketinget sit samtykke til, at et dansk militært bidrag stilles til rådighed for FN's indsats i Den Centralafrikanske Republik (BINUCA). Der er konkret tale om, at det C-130J-transportfly (Hercules), der indgår i FN's mission i Mali (MINUSMA), også skal kunne løse transportopgaver for FN's indsats i Den Centralafrikanske Republik. Transportflybidraget vil operere med udgangspunkt i Mali, men vil også skulle løse opgaver til støtte for FN's fredsopbygningskontor i Den Centralafrikanske Republik. Transportflybidraget vil fortsat være under FN-kommando. Det vil være MINUSMA, der prioriterer og tildeler flyet opgaverne efter anmodning fra BINUCA. Den danske forsvarschef bevarer fuld kommando over det danske bidrag.","Vedtaget

94 stemmer for forslaget (V, S, DF, RV, SF, LA, KF, UFG)

8 stemmer imod forslaget (Jeppe Kofod (S), EL)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2018-10-08T13:01:56.167",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,17,10,32,NULL,"67",False,NULL
2724,"Forslag til lov om ændring af lov om jernbane. (Projektering af baner).","Om ændring af lov om jernbane.","O","L 173","L","","Loven indeholder en række generelle bemyndigelser til transportministeren i forbindelse med anlæg af nye baneanlæg eller ændringer af bestående baneanlæg, herunder i forhold til byggelinjer, mulighed for tidligere ekspropriation end hidtil m.v. ","Vedtaget

70 stemmer for forslaget (S, DF, RV, SF, EL)

32 stemmer imod forslaget (V, KF)

5 stemmer hverken for eller imod forslaget (LA)

",NULL,NULL,"2017-12-05T19:47:55.483",NULL,NULL,NULL,NULL,NULL,NULL,"2014-06-25T00:00:00",NULL,NULL,3,13,11,32,"747","173",False,NULL
2725,"Forslag til lov om projektering af nyanlæg og hastighedsopgraderinger af en række jernbanestrækninger på hovedbanen og regionalbanerne.","Om nyanlæg og hastighedsopgraderinger af jernbanestrækninger.","O","L 172","L","","Loven indeholder bemyndigelse til, at transportministeren kan undersøge, projektere og miljøvurdere en række anlægsprojekter, herunder nye jernbaner over Vestfyn, Vejle Fjord og mellem Hovedgård og Hasselager.","
Vedtaget

70 stemmer for forslaget (S, DF, RV, SF, EL)

33 stemmer imod forslaget (V, KF)

5 stemmer hverken for eller imod forslaget (LA)

",NULL,NULL,"2017-12-05T19:47:57.27",NULL,NULL,NULL,NULL,NULL,NULL,"2014-06-25T00:00:00",NULL,NULL,3,13,11,32,"719","172",False,NULL
2726,"Forslag til lov om ændring af lov om afgift af elektricitet, lov om afgift af naturgas og bygas, lov om afgift af stenkul, brunkul og koks m.v. og forskellige andre love. (Afgiftsnedsættelse for elektricitet fra land til visse erhvervsskibe i havne, mulighed for kraft-varme-værker for at opgøre afgifter på timebasis, ændring af afgiftsregler for biogas m.v. af hensyn til energibeskatningsdirektivet, forsøgsordning med udvidet benyttelse af afgiftsfri institutionsbusser m.v. i frikommuner og forlængelse af forhøjet befordringsfradrag for pendlere i yderkommuner).","Om afgiftsnedsættelse for elektricitet fra land til erhvervsskibe m.v.","O","L 171","L","","Loven indebærer følgende ændringer:
- En lempelse i elafgiften, så krydstogtskibe og andre større erhvervsmæssige skibe i havne kan forbruge elektricitet direkte fra land (landstrøm), som er pålagt reduceret elafgift på 0,4 øre pr. kWh. Skibenes forbrug af landstrøm giver miljømæssige fordele. Lempelsen skal tillades af EU efter energibeskatningsdirektivet.
- Biogas, som i dag ikke er pålagt energiafgift, pålægges EU's minimumsafgifter på gas. Afgiften udgør 1,3 kr. pr. GJ for biogas til proces og 2,5 kr. pr. GJ for biogas til rumvarme m.v. Afgiften pålægges af hensyn til overholdelse af energibeskatningsdirektivet.
- Mulighed for at anvende timebaseret opgørelse ved fordeling af afgiftspligtige brændsler mellem elproduktion og varmeproduktion for kraft-varme-værker. Dette er i overensstemmelse med »Energiaftale 2012«.
- Indførelse af en objektiv regel til udvidet brug af registreringsafgiftsfri plejehjemsbusser i en forsøgsordning til erstatning for den gældende bemyndigelse i lov om frikommuner. 
- Pendlere, der er bosat i visse yderkommuner, og som pendler over 120 km dagligt mellem deres sædvanlige bopæl og arbejdsplads, kan anvende det forhøjede befordringsfradrag til og med 2018 eller i mindst 7 år fra det tidspunkt før udgangen af indkomståret 2018, hvor de bliver omfattet af ordningen.

Loven træder i kraft den 1. juli 2014.","Vedtaget

104 stemmer for forslaget (V, S, DF, RV, SF, EL, KF, UFG)

5 stemmer imod forslaget (LA)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:47:57.473",NULL,NULL,NULL,NULL,NULL,NULL,"2014-06-02T00:00:00",NULL,NULL,3,13,11,32,"555","171",False,NULL
2727,"Forslag til lov om ændring af straffeloven, retsplejeloven, lov om våben og eksplosivstoffer, lov om politiets virksomhed og lov om fuldbyrdelse af straf m.v. (Initiativer mod rocker- og bandekriminalitet m.v.).","Om initiativer mod rocker- og bandekriminalitet.","O","L 112","L","","Formålet med loven er at styrke rammerne for forebyggelse og bekæmpelse af rocker- og bandekriminalitet gennem bedre redskaber for de involverede myndigheder i både den forebyggende og den retshåndhævende fase, gennem skærpede straffe og gennem skærpede regler om fuldbyrdelse af straffe m.v.

Loven indeholder følgende hovedpunkter:
-	Strafskærpelser
-	Skærpede regler for udgang og prøveløsladelse m.v.
-	Bedre værktøjer til de involverede myndigheder
-	Styrkelse af den forebyggende indsats
-	Styrkelse af exit-indsatsen.

I forbindelse med 3. behandling af lovforslaget blev der vedtaget ændringsforslag, der indebærer en udvidelse af straffelovens § 81 a til også at omfatte simpel vold, ulovlig tvang, frihedsberøvelse, trusler, afpresning og røveri.

Loven træder i kraft den 1. juli 2014. 
","Vedtaget

97 stemmer for forslaget (V, S, DF, RV, SF, LA, KF)

8 stemmer imod forslaget (EL)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:44:30.907",NULL,NULL,NULL,NULL,NULL,NULL,"2014-06-25T00:00:00",NULL,NULL,3,13,11,32,"733","112",False,NULL
2728,"Forslag til lov om ændring af lov om forskningsrådgivning m.v. og forskellige andre love og om ophævelse af lov om Højteknologifonden. (Ændringer som følge af lov om Danmarks Innovationsfond).","Om konsekvensændringer som følge af lov om Danmarks Innovationsfond.","O","L 109","L","","Loven om Danmarks Innovationsfond bygger på et forlig mellem regeringen og alle Folketingets partier. Loven samler tre støtteområder (Det Strategiske Forskningsråd, Højteknologifonden og Rådet for Teknologi og Innovation) i én ny organisation: Danmarks Innovationsfond – Fonden for strategisk forskning, højteknologi og innovation.

Tre lovforslag blev behandlet under ét i Folketinget for at gennemføre omlægningen: L 107, L 108 og L 109.","Vedtaget

111 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:44:30.31",NULL,NULL,NULL,NULL,NULL,NULL,"2014-03-29T00:00:00",NULL,NULL,3,13,11,32,"310","109",False,NULL
2729,"Forslag til folketingsbeslutning om en rocker- og bandepakke.","Om en rocker- og bandepakke.","O","B 37","B","","Formålet med forslaget var at supplere regeringens fremsatte rocker- og bandepakke med følgende elementer:
1. Ændring af straffelovens § 81 a, så al rocker- og banderelateret kriminalitet altid gav dobbelt straf samt mulighed for absolut kumulation ved udmålingen af straf for rocker- og banderelateret kriminalitet.
2. Hastebehandling af rocker- og banderelaterede sager ved domstolene.
3. Nedsættelse af en arbejdsgruppe, der skulle se på en eventuel ændring af rockerloven og planloven.
4. Myndighederne skulle ved systematisk samarbejde sikre en særlig grundig kontrol af banderne.
5. Redskaber mod intimiderende og chikanerende adfærd over for politiet og øvrige myndigheder.
6. Ingen prøveløsladelse af rockere og bandemedlemmer.
7. Strammere udvisningsregler.

Forslag til ændring af lovgivning m.v. skulle ifølge forslaget fremsættes i folketingsåret 2013-14. ","Forkastet

51 stemmer for forslaget (V, DF, LA, KF)

56 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2018-10-02T12:53:18.82",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,3,32,NULL,"37",False,NULL
2730,"Forslag til lov om ændring af lov om teknologi og innovation og lov om offentlige forskningsinstitutioners kommercielle aktiviteter og samarbejde med fonde. (Ændringer som følge af lov om Danmarks Innovationsfond m.v.).","Om konsekvensændringer som følge af lov om Danmarks Innovationsfond og regulering af innovationsnetværk.","O","L 108","L","","Loven om Danmarks Innovationsfond bygger på et forlig mellem regeringen og alle Folketingets partier. Loven samler tre støtteområder (Det Strategiske Forskningsråd, Højteknologifonden og Rådet for Teknologi og Innovation) i én ny organisation: Danmarks Innovationsfond – Fonden for strategisk forskning, højteknologi og innovation.

Tre lovforslag blev behandlet under ét i Folketinget for at gennemføre omlægningen: L 107, L 108 og L 109.","Vedtaget

111 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:44:30.68",NULL,NULL,NULL,NULL,NULL,NULL,"2014-03-29T00:00:00",NULL,NULL,3,13,11,32,"309","108",False,NULL
2731,"Forslag til lov om ændring af lov om fyrværkeri og andre pyrotekniske artikler. (Indskrænkning af salgs- og anvendelsesperiode for fyrværkeri, ændring af gebyrordning m.v.).","Om ændring af anvendelsesperiode for fyrværkeri.","O","L 111","L","","Loven indskrænker salgs- og anvendelsesperioden for fyrværkeri til forbrugere, så anvendelsesperioden fremover er fra den 27. december til den 1. januar, og salgsperioden fra den 15. december til den 31. december. Formålet er at mindske generne fra fyrværkeri for mennesker og dyr. Tidligere var det tilladt at anvende fyrværkeri fra den 1. december til den 5. januar, og det var tilladt at sælge det fra den 1. december til den 31. december. 

Loven medfører endvidere en omlægning af opkrævningen af omkostninger ved eksterne undersøgelser af fyrværkeriartikler. Betalingen er målrettet de virksomheder, der meddeles et påbud eller forbud, hvorimod virksomheder, der lever op til sikkerhedskravene, ikke bliver pålagt omkostninger.

Loven trådte i kraft den 1. juli 2014.","Vedtaget

69 stemmer for forslaget (S, DF, RV, SF, EL, UFG)

39 stemmer imod forslaget (V, LA, KF)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:44:31.123",NULL,NULL,NULL,NULL,NULL,NULL,"2014-03-25T00:00:00",NULL,NULL,3,13,11,32,"267","111",False,NULL
2732,"Forslag til folketingsbeslutning om liberalisering af huslejereguleringen.","Om liberalisering af huslejereguleringen.","O","B 38","B","","Forslaget skulle sikre, at regeringen inden udgangen af 2014 fremsatte et lovforslag om liberalisering af den gældende huslejeregulering, så udlejere af kun én bolig blev fritaget for huslejeregulering. Forslaget havde til formål at tilpasse lejeloven, så den i højere grad tog højde for ikkeprofessionelle udlejeres udlejning af en bolig.",NULL,NULL,NULL,"2017-12-05T19:44:49.967",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,13,32,NULL,"38",False,NULL
2733,"Forslag til lov om ændring af lov om visse aspekter af Danmarks Eksportråds virke. (Nedlæggelse af bestyrelsen for Danmarks Eksportråd og ændret procedure for udpegning af medlemmer til eksportfremmebevillingsudvalget m.v.).","Om nedlæggelse af bestyrelsen for Danmarks Eksportråd m.v.","O","L 115","L","","Loven medfører, at Eksportrådets bestyrelse nedlægges og proceduren for udpegning af medlemmer til eksportfremmebevillingsudvalget ændres. Det er hensigten, at nedlæggelsen af bestyrelsen modsvares af oprettelsen af et bredere rådgivende udenrigsøkonomisk og erhvervsorienteret organ, Udenrigsøkonomisk Forum, som skal rådgive handels- og europaministeren om de internationale aspekter af den danske vækstdagsorden og strategiske tilgange hertil. 

Ændringerne er begrundet i, at der siden etableringen af Eksportrådet i 2000 inden for rammerne af udenrigstjenesten er udnævnt en selvstændig minister for området med en deraf følgende politisk opprioritering m.v. Betingelserne for bestyrelsens virke er ændret i et sådant omfang, at bestyrelsen ikke længere på en meningsfuld måde kan varetage de opgaver, som den oprindelig blev stillet.

Formålet med lovændringen er, at rådgivningen af handels- og europaministeren og Eksportrådet bliver mere tidssvarende. 

Loven trådte i kraft den 1. maj 2014, hvor Eksportrådets bestyrelsesmedlemmers mandat udløb.
","Vedtaget

104 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:44:32.833",NULL,NULL,NULL,NULL,NULL,NULL,"2014-04-11T00:00:00",NULL,NULL,3,13,11,32,"361","115",False,NULL
2734,"Forslag til lov om ændring af repatrieringsloven. (Indførelse af permanent ordning med forhøjet etableringshjælp og supplerende reintegrationsbistand, ændret fordeling af udbetaling af etableringshjælp m.v.).","Om etableringshjælp og supplerende reintegrationsbistand m.v.","O","L 117","L","","Ved 2. behandlingen blev lovforslaget delt i to lovforslag (L 117 A og L 117 B). Der henvises til omtalen under disse forslag.",NULL,NULL,NULL,"2017-12-05T19:45:00.43",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,13,40,32,NULL,"117",False,NULL
2735,"Forslag til lov om ændring af færdselsloven. (Skærpet indsats mod kørsel i påvirket tilstand m.v.).","Om skærpet indsats mod kørsel i påvirket tilstand m.v.","O","L 113","L","","Formålet med loven er at gennemføre den del af regeringens strategi mod spiritus- og narkobilisme fra november 2013, der kræver lovgivning. Strategien skærper politiets fokus på personer, der bliver ved med at køre spiritus- eller narkopåvirket.

Loven indebærer, at generhvervelse af førerretten efter frakendelse som følge af spirituskørsel eller kørsel under påvirkning af bevidsthedspåvirkende stoffer m.v. også skal gøres betinget af gennemførelse af et kursus om bl.a. kørsel under påvirkning af bevidsthedspåvirkende stoffer m.v. Desuden udvides færdselslovens konfiskationsordning i sager, hvor der køres i påvirket tilstand. 

Derudover indsættes der i færdselsloven en udtrykkelig hjemmel for politiet til at kunne fratage en person kørekortet på stedet (straksfratagelse) i tilfælde, hvor der er mistanke om, at den pågældende har kørt spiritus- eller narkokørsel, og samtidig er risiko for, at den pågældende umiddelbart herefter vil gøre det igen. 

Endvidere indebærer loven, at en række bestemmelser om alkolåsordningen ophæves og affattes på ny for at foretage konsekvensændringer heri i lyset af de øvrige dele af loven. Med loven foreslås endelig en lovteknisk ændring af en række af færdselslovens betalingsbestemmelser.

Loven træder i kraft den 1. juli 2014. Dog bemyndiges justitsministeren til at fastsætte tidspunktet for ikrafttrædelsen af lovens § 1, nr. 11, og § 2 træder i kraft dagen efter bekendtgørelsen i Lovtidende.
","Vedtaget

99 stemmer for forslaget (V, S, DF, RV, SF, KF, UFG)

12 stemmer imod forslaget (EL, LA)

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:44:31.383",NULL,NULL,NULL,NULL,NULL,NULL,"2014-05-14T00:00:00",NULL,NULL,3,13,11,32,"457","113",False,NULL
2736,"Forslag til lov om ændring af lov om Det Centrale Personregister. (Tildeling af nyt personnummer i særlige tilfælde i forbindelse med identitetsmisbrug samt ophævelse af markeringer i CPR om forskerbeskyttelse).","Om tildeling af nyt personnummer i særlige tilfælde.","O","L 110","L","","Med loven vil det i særlige tilfælde være muligt at tildele et nyt personnummer til en person, hvis personnummer indgår eller har indgået i forbindelse med misbrug af den pågældendes identitet. Med loven ophæves desuden den markering, som efter anmodning kan indsættes i CPR med henblik på at sikre, at vedkommende ikke modtager henvendelser i forbindelse med statistiske og videnskabelige undersøgelser, såkaldt forskerbeskyttelse. ","Vedtaget

110 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:44:26.493",NULL,NULL,NULL,NULL,NULL,NULL,"2014-03-29T00:00:00",NULL,NULL,3,13,11,32,"311","110",False,NULL
2737,"Forslag til lov om ændring af lov om fonde og visse foreninger. (Forhøjelse af beløbsgrænsen for små fonde, udvidet adgang til uddeling af gaver, indsigt i fonde og foreningers årsregnskaber m.v.).","Om forhøjelse af beløbsgrænsen for små fonde m.v.","O","L 114","L","","Loven indeholder bl.a. nye regler, der skærper kravene til fondsledelsens uafhængighed og justerer kriterierne for udtræden af bestyrelsen og afsættelse af bestyrelsesmedlemmer. Derudover indeholder loven en række ændringer, hvorved der sker en kodificering af gældende praksis. Desuden indebærer loven en forhøjelse af beløbsgrænsen for, hvornår fonde er undtaget fra loven. Loven indeholder endvidere nye regler om fondes mulighed for at uddele beløb, som er tilfaldet fonden som gave. Endelig ændres reglerne for indsigt i fondes årsregnskaber. 

Loven skal ses i sammenhæng med det forslag til lov om erhvervsdrivende fonde, som erhvervs- og vækstministeren agter at fremsætte i folketingssamlingen 2013-14. 

Loven træder i kraft den 1. september 2014.","Vedtaget

108 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:44:32.977",NULL,NULL,NULL,NULL,NULL,NULL,"2014-06-25T00:00:00",NULL,NULL,3,13,11,32,"734","114",False,NULL
2738,"Forslag til lov om ændring af lov om aktiv socialpolitik. (Ændring af timefradraget ved arbejdsindtægter).","Om ændring af timefradraget ved arbejdsindtægter.","O","L 116","L","","Med loven hæves fradraget for arbejdsindkomst og indtægter som led i tilbud m.v. fra cirka 15 kr. til 25 kr. pr. udført arbejdstime. Dette gælder både ved beregningen af uddannelseshjælp og kontanthjælp. 

Loven er led i udmøntningen af finanslovsaftalen for 2014, som blev indgået mellem regeringen (S, SF og RV), Venstre og Det Konservative Folkeparti. Aftaleparterne var enige om, at modtagere af kontanthjælp og uddannelseshjælp skal have en større gevinst ved at tage arbejde, herunder deltidsarbejde.
","Vedtaget

112 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:45:04.737",NULL,NULL,NULL,NULL,NULL,NULL,"2014-02-26T00:00:00",NULL,NULL,3,13,11,32,"166","116",False,NULL
2739,"Forslag til folketingsbeslutning om at anerkende Den Saharawiske Arabiske Demokratiske Republik (Vestsahara) som en selvstændig stat.","Om at anerkende Den Saharawiske Arabiske Demokratiske Republik (Vestsahara) som en selvstændig stat.","O","B 40","B","","Beslutningsforslaget pålagde regeringen senest den 1. juli 2014 at anerkende Vestsahara som en fri og selvstændig stat. Desuden pålagde beslutningsforslaget regeringen at arbejde for en fælles anerkendelse i EU-regi. Siden 1975 havde størstedelen af Vestsahara været besat af Marokko, og over 50 lande anerkendte områdets uafhængighed.

Der blev afgivet beretning over forslaget den 29. april 2014.",NULL,NULL,NULL,"2017-12-05T19:45:13.647",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,15,42,32,NULL,"40",False,NULL
2740,"Forslag til lov om Danmarks Innovationsfond.","Om Danmarks Innovationsfond.","O","L 107","L","","Loven om Danmarks Innovationsfond bygger på et forlig mellem regeringen og alle Folketingets partier. Loven samler tre støtteområder (Det Strategiske Forskningsråd, Højteknologifonden og Rådet for Teknologi og Innovation) i én ny organisation: Danmarks Innovationsfond – Fonden for strategisk forskning, højteknologi og innovation.

Tre lovforslag blev behandlet under ét i Folketinget for at gennemføre omlægningen: L 107, L 108 og L 109.","Vedtaget

111 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF, UFG)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

",NULL,NULL,"2017-12-05T19:44:27.94",NULL,NULL,NULL,NULL,NULL,NULL,"2014-03-29T00:00:00",NULL,NULL,3,13,11,32,"306","107",False,NULL
2741,"Er ministeren enig i vurderingen af, at grønlandske mineralprojekter vækker interesse i udlandet, og kan ministeren i denne forbindelse garantere, at der ikke er foregået NSA-aflytninger eller aflytninger fra andre interessenter af grønlandske politikere og embedsfolk?","Om NSA-aflytninger eller aflytninger fra andre interessenter af grønlandske politikere og embedsfolk.","O","S 725","S","","",NULL,NULL,NULL,"2017-12-05T19:42:22.857","Ingen.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"725",False,NULL
2742,"Vil ministeren tage initiativ til, at man ser på fællestræk af de hændelser, der har været, og til at der kommer ledelsesmæssig ansvar, så man kan rette op det og undgår lignende sager i fremtiden?","Der henvises til TV2's artiklel »Patient døde: lægebil skulle takkes« af 3. januar 2014.","O","S 734","S","","",NULL,NULL,NULL,"2017-12-05T19:44:15.05","Der henvises til TV2's artikel »Patient døde: lægebil skulle takkes« af 3. januar 2014.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"734",False,NULL
2743,"Hvad er ministerens holdning til, at Politiets Efterretningstjeneste (PET) stadig nægter forskere fuld adgang til arkivoplysninger om Danmark under Den Kolde Krig, og – i det omfang forskerne får adgang – i mange tilfælde nægter at give forskerne tilladelse til at publicere den fremkomne viden, og mener ministeren ikke, at man i 2014 – 25 året for Murens fald, bør give forskerne tilladelser til fuld og uhindret adgang, medmindre ministeren i helt særlige og konkrete tilfælde nægter adgang, hvis hensynet til Danmarks sikkerhed fortsat betinger dette?","Om forskere, der nægtes adgang til arkivoplysninger om Den Kolde Krig.","O","S 737","S","","",NULL,NULL,NULL,"2017-12-05T19:44:15.593","Der henvises til artiklen »Kold krig – stadig varm« i BT den 30. december 2013.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,4,32,NULL,"737",False,NULL
2744,"Vil ministeren oplyse, om ministeren agter at tage kontakt til DBU med henblik på en præcisering af reglerne for »spillerfiskeri« af unge fodboldspillere, og i givet fald efterfølgende orientere idrætsordførerne for Folketingets partier om, hvad drøftelserne med DBU munder ud i?","Om reglerne for »spillerfiskeri« af unge fodboldspillere.","O","S 738","S","","",NULL,NULL,NULL,"2017-12-05T19:44:15.73","Spørgsmålet stilles på baggrund af Politikens artikelserie om emnet bragt løbende i den seneste uge.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,11,20,32,NULL,"738",False,NULL
